Geneid	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3
ENSG00000306052.1	0	0	0	0	0	0	0	0
ENSG00000295924.1	0	0	0	0	0	0	0	0
ENSG00000308098.1	0	0	0	0	0	0	0	0
ENSG00000201325.1	0	0	0	0	0	0	0	0
ENSG00000295978.1	0	0	0	0	0	0	0	0
ENSG00000243886.1	3	1	0	1	2	4	3	0
ENSG00000242070.1	0	0	0	0	0	0	0	0
ENSG00000168875.3	0	1	0	0	0	2	1	2
ENSG00000239513.7	0	0	0	0	0	0	0	0
ENSG00000300888.1	0	0	0	0	0	0	0	0
ENSG00000300836.1	0	0	0	0	0	0	0	0
ENSG00000261146.1	0	0	0	0	0	0	0	0
ENSG00000241478.1	2	0	1	1	5	3	0	0
ENSG00000066405.13	1	0	0	1	0	0	0	0
ENSG00000272609.1	1	1	0	1	1	1	0	1
ENSG00000158163.15	313	289	235	422	274	421	382	196
ENSG00000240668.1	28	23	19	41	16	25	29	11
ENSG00000118017.4	0	0	0	0	0	0	0	1
ENSG00000286396.1	0	0	0	0	0	0	0	0
ENSG00000138231.14	1677	1464	1139	2631	1451	1582	1361	916
ENSG00000114098.18	2314	1977	1543	3933	2278	2343	2207	1325
ENSG00000181322.15	10	11	6	9	2	14	21	11
ENSG00000158186.13	980	956	685	1346	793	1097	1043	592
ENSG00000158220.14	108	114	86	131	77	142	113	82
ENSG00000280399.1	4	4	4	6	3	12	5	2
ENSG00000114107.9	977	891	624	1153	756	1289	1107	801
ENSG00000158234.13	1408	1248	815	1596	940	1108	1024	646
ENSG00000174715.7	3	0	1	2	2	0	0	0
ENSG00000051382.10	2236	1812	1378	2924	1673	1879	1782	1180
ENSG00000239207.2	0	0	0	0	0	0	0	0
ENSG00000242321.1	0	0	0	0	0	0	0	0
ENSG00000241429.1	1	2	1	1	1	0	2	2
ENSG00000302821.1	0	0	0	0	0	0	1	0
ENSG00000294582.1	4	9	5	6	3	4	10	5
ENSG00000242244.1	0	0	0	0	0	0	1	0
ENSG00000294607.1	0	0	0	0	1	0	1	0
ENSG00000244578.2	0	0	0	1	0	0	0	0
ENSG00000300820.1	4	7	2	6	9	9	3	3
ENSG00000183770.7	0	0	0	0	0	0	0	0
ENSG00000206262.9	51	38	32	88	54	44	34	25
ENSG00000206260.4	0	0	0	0	0	0	0	0
ENSG00000175110.14	2268	1892	1492	3299	2050	2291	2062	1271
ENSG00000184814.5	0	1	0	0	0	0	0	0
ENSG00000233701.3	0	0	0	0	0	0	0	0
ENSG00000251137.1	0	0	0	0	0	0	0	0
ENSG00000232416.3	0	0	0	0	0	0	0	0
ENSG00000281473.1	0	0	0	0	0	0	0	0
ENSG00000276304.1	0	0	0	0	0	0	0	0
ENSG00000305301.1	0	2	0	1	0	2	0	0
ENSG00000286988.1	0	0	0	0	0	0	0	0
ENSG00000272656.1	1	1	1	2	0	1	2	0
ENSG00000184432.11	10079	8599	6703	15114	9053	11085	10093	6489
ENSG00000283418.1	1	0	0	0	0	0	0	0
ENSG00000248932.9	185	158	140	203	129	259	212	140
ENSG00000295642.1	0	0	0	0	0	0	0	0
ENSG00000114113.6	0	0	0	0	0	0	0	0
ENSG00000248790.1	0	0	0	0	0	0	0	0
ENSG00000178631.7	0	0	0	0	0	0	0	0
ENSG00000114115.11	315	300	255	467	256	529	501	251
ENSG00000163864.18	96	91	76	109	73	136	168	90
ENSG00000214280.3	0	0	0	1	0	0	0	0
ENSG00000201600.1	0	0	0	0	0	0	0	0
ENSG00000244692.3	0	0	0	0	0	0	0	0
ENSG00000295620.1	0	0	0	1	0	2	0	0
ENSG00000261763.1	0	0	0	0	0	0	0	0
ENSG00000250543.2	0	0	0	0	0	0	0	0
ENSG00000251471.2	0	0	0	0	0	0	0	0
ENSG00000250161.1	0	0	0	0	0	0	0	0
ENSG00000297648.1	0	0	0	0	0	0	0	0
ENSG00000158258.16	320	240	246	388	277	357	277	163
ENSG00000249290.5	0	0	0	1	0	0	1	0
ENSG00000251058.1	0	0	0	0	0	0	0	0
ENSG00000289632.1	0	0	0	0	0	0	0	0
ENSG00000250433.2	0	2	1	2	1	3	1	0
ENSG00000249305.1	0	0	0	0	0	0	0	0
ENSG00000155890.4	0	0	0	0	0	0	0	0
ENSG00000305246.1	0	0	0	0	0	0	0	0
ENSG00000261826.1	0	0	0	0	0	0	0	0
ENSG00000224085.3	3	3	2	35	9	0	1	0
ENSG00000114120.14	7701	6957	5059	9890	6158	7743	7085	4594
ENSG00000248773.1	16	12	7	13	7	18	8	15
ENSG00000175093.5	466	461	326	737	413	493	542	276
ENSG00000251270.1	0	0	0	0	0	0	0	0
ENSG00000155893.13	985	825	674	1024	664	1014	1016	582
ENSG00000287155.1	0	0	0	0	0	0	0	0
ENSG00000241400.1	0	0	0	1	0	0	0	0
ENSG00000249417.1	1	0	0	2	1	2	5	1
ENSG00000249540.1	1	0	0	2	0	1	0	0
ENSG00000297307.1	3	6	0	4	2	2	2	2
ENSG00000177311.12	2410	2110	1544	3153	1938	2086	1876	1223
ENSG00000309996.1	1	1	2	1	1	1	0	0
ENSG00000309977.1	2	4	0	1	0	7	6	7
ENSG00000288585.2	0	0	0	0	0	0	0	1
ENSG00000215606.4	0	0	0	0	0	0	0	0
ENSG00000155903.14	1268	1160	863	1714	1052	1691	1568	1104
ENSG00000250170.1	0	0	0	0	0	0	0	0
ENSG00000249986.1	2	1	0	2	2	2	0	0
ENSG00000306633.1	0	2	0	2	1	1	2	0
ENSG00000293386.2	3	3	1	2	1	2	4	2
ENSG00000242104.6	0	0	0	0	0	0	0	0
ENSG00000296371.1	0	0	0	0	0	0	0	0
ENSG00000241899.1	1	0	0	0	0	0	0	0
ENSG00000241526.1	0	0	0	0	1	0	0	0
ENSG00000114125.14	1594	1307	1022	2354	1284	1405	1327	767
ENSG00000285558.1	0	0	0	0	0	0	0	0
ENSG00000297298.1	2	0	1	1	0	1	1	1
ENSG00000114124.3	6	10	8	15	6	7	6	5
ENSG00000286822.2	0	0	0	0	0	0	0	0
ENSG00000228398.3	1	1	0	1	1	1	1	0
ENSG00000069849.11	5662	4846	3641	9303	5209	5626	5557	3330
ENSG00000200389.1	0	0	0	0	0	0	0	0
ENSG00000244124.1	0	2	0	0	0	0	0	0
ENSG00000296706.1	3	0	1	1	1	0	3	1
ENSG00000279147.1	1	0	0	2	0	0	1	1
ENSG00000305287.1	1	1	2	0	1	0	3	0
ENSG00000114126.18	3140	2805	2181	4374	2686	3546	3421	1962
ENSG00000233597.3	2	1	3	3	7	3	2	2
ENSG00000206604.1	0	0	0	0	0	0	0	0
ENSG00000175066.16	2182	2047	1505	2315	1500	2561	2368	1485
ENSG00000114127.11	2943	2859	2019	4243	2666	3912	3294	2400
ENSG00000251804.1	0	0	0	0	0	0	0	0
ENSG00000202125.1	1	1	0	1	1	0	0	0
ENSG00000295506.1	1	0	2	7	1	1	2	3
ENSG00000175054.16	2003	1826	1296	3904	2255	2472	2199	1402
ENSG00000242479.1	19	11	10	37	19	24	21	15
ENSG00000244327.1	0	1	1	0	0	0	0	0
ENSG00000242390.1	0	2	1	4	5	10	7	6
ENSG00000252745.1	0	0	0	0	0	0	0	0
ENSG00000287045.3	9	9	3	5	4	7	11	4
ENSG00000120756.13	2301	1973	1427	3317	2012	2548	2368	1502
ENSG00000239641.2	0	0	0	0	0	0	0	0
ENSG00000199319.1	0	0	0	0	0	1	0	0
ENSG00000144935.17	808	780	588	1000	658	904	824	585
ENSG00000251787.1	1	0	1	0	1	0	3	0
ENSG00000163710.9	445	363	273	765	520	548	466	284
ENSG00000240950.1	11	6	6	15	9	15	14	8
ENSG00000301871.1	4	2	7	4	3	10	7	2
ENSG00000243818.8	0	0	1	0	2	2	0	1
ENSG00000188582.10	129	122	96	135	100	209	247	134
ENSG00000241592.1	0	0	0	0	0	0	0	0
ENSG00000241570.8	7	11	8	14	7	18	21	9
ENSG00000163714.18	12426	10817	8188	16517	9923	13573	12279	8708
ENSG00000268129.3	94	62	56	186	67	165	129	82
ENSG00000241679.3	4	6	4	1	2	2	5	5
ENSG00000243733.1	0	0	0	0	0	0	0	0
ENSG00000175040.6	245	213	173	305	176	244	242	154
ENSG00000309408.1	0	0	0	0	0	0	0	0
ENSG00000309425.1	0	0	0	0	0	0	0	0
ENSG00000309389.1	0	0	0	0	0	0	0	0
ENSG00000244171.4	9	3	4	2	6	12	5	2
ENSG00000305033.1	0	0	0	0	0	0	0	0
ENSG00000303395.1	0	0	0	0	0	0	0	0
ENSG00000181804.15	106	117	85	138	78	191	174	109
ENSG00000240888.1	0	0	0	0	0	0	0	0
ENSG00000240012.1	0	0	0	0	0	1	0	0
ENSG00000244493.1	0	0	0	0	0	0	0	0
ENSG00000243033.2	0	0	0	0	0	0	0	0
ENSG00000243759.1	4	1	0	3	3	5	1	2
ENSG00000303585.1	0	0	0	0	0	0	0	0
ENSG00000248374.1	0	0	0	0	0	0	0	0
ENSG00000305882.1	0	0	0	0	0	0	0	0
ENSG00000235110.5	0	0	0	0	0	0	0	0
ENSG00000181744.9	1260	1064	823	1768	1093	1576	1416	907
ENSG00000307506.1	0	0	0	0	0	0	0	0
ENSG00000294160.1	0	0	0	0	0	0	0	0
ENSG00000222778.1	0	0	0	0	0	0	0	0
ENSG00000289986.2	0	0	0	2	0	1	1	1
ENSG00000280397.1	0	0	0	0	0	0	0	0
ENSG00000305998.1	0	0	0	0	0	0	0	0
ENSG00000309336.1	0	0	0	0	0	0	0	0
ENSG00000297629.1	0	0	0	1	0	0	0	0
ENSG00000297642.1	0	0	0	0	0	0	0	0
ENSG00000301137.1	0	0	0	0	0	0	0	0
ENSG00000244024.1	0	0	0	0	0	0	0	0
ENSG00000305234.1	0	0	0	0	0	0	0	0
ENSG00000241695.1	0	0	0	0	0	0	0	0
ENSG00000239797.1	0	0	0	1	0	0	0	0
ENSG00000244358.1	0	0	0	0	0	0	0	0
ENSG00000240095.1	0	0	0	0	0	0	0	0
ENSG00000152952.14	5977	5192	3899	11317	8999	8472	7031	5428
ENSG00000261051.1	31	28	17	33	33	49	28	20
ENSG00000243415.2	0	0	0	0	0	0	0	0
ENSG00000240032.1	16	11	13	17	15	14	18	8
ENSG00000114698.15	112	80	76	81	62	134	118	73
ENSG00000297339.1	0	0	0	0	0	0	0	0
ENSG00000243596.1	0	0	0	0	0	0	0	0
ENSG00000293191.1	0	0	0	0	0	0	0	0
ENSG00000163746.13	1	0	1	1	2	4	2	0
ENSG00000241358.2	0	0	0	0	0	0	0	0
ENSG00000279320.1	11	13	10	10	5	5	13	6
ENSG00000188313.13	993	866	618	1084	626	1001	944	577
ENSG00000199812.1	0	0	0	0	0	0	0	0
ENSG00000231213.7	0	0	0	1	0	0	0	0
ENSG00000241457.1	0	1	0	0	0	0	0	0
ENSG00000295756.1	0	0	0	0	0	0	0	0
ENSG00000298709.1	0	0	0	0	0	0	0	0
ENSG00000243620.3	0	0	0	2	0	0	0	0
ENSG00000242671.2	0	0	0	0	0	0	0	0
ENSG00000207156.1	0	0	0	0	0	0	0	0
ENSG00000239412.1	1	1	0	0	0	0	0	0
ENSG00000300216.1	0	0	0	0	0	0	0	0
ENSG00000174963.18	0	0	0	0	0	0	0	0
ENSG00000241202.2	0	0	0	0	0	0	0	0
ENSG00000152977.10	3	3	1	1	2	4	4	6
ENSG00000300021.1	0	0	0	0	0	0	0	0
ENSG00000240804.1	0	0	0	0	0	0	0	0
ENSG00000289451.3	2	0	0	0	0	0	0	1
ENSG00000295794.1	0	0	0	0	0	0	0	0
ENSG00000239661.1	0	0	0	0	0	0	0	0
ENSG00000239922.3	1	3	1	2	0	3	5	3
ENSG00000294838.1	0	0	0	0	0	0	0	0
ENSG00000285798.1	0	0	0	0	0	0	0	0
ENSG00000241131.3	0	0	0	0	0	0	0	0
ENSG00000243347.3	1	1	0	7	3	0	0	0
ENSG00000205412.5	0	1	1	1	0	0	0	0
ENSG00000242440.3	0	0	0	0	0	0	0	0
ENSG00000298090.1	0	0	0	0	0	0	0	0
ENSG00000285557.2	0	0	0	0	0	0	1	0
ENSG00000298108.1	0	0	0	0	0	0	0	0
ENSG00000298125.1	0	0	0	0	0	0	0	0
ENSG00000241993.1	0	0	0	0	0	0	0	0
ENSG00000144891.19	53	58	48	53	36	103	95	57
ENSG00000153002.12	0	2	0	0	0	0	0	0
ENSG00000244089.1	0	0	0	0	0	0	0	0
ENSG00000240521.1	0	0	0	0	1	0	0	0
ENSG00000163751.4	0	0	0	1	0	3	3	1
ENSG00000287198.1	0	0	0	0	0	0	0	1
ENSG00000241627.3	7	10	4	20	13	17	7	4
ENSG00000163754.18	1817	1563	1155	2006	1166	1963	1739	1024
ENSG00000071794.16	8825	7815	5836	9763	6140	10062	9190	6282
ENSG00000239718.1	0	0	0	0	0	0	1	0
ENSG00000201031.1	2	2	1	6	2	1	0	0
ENSG00000240511.1	0	0	0	0	0	0	0	0
ENSG00000163755.9	1211	1034	822	1627	968	1640	1565	943
ENSG00000047457.14	0	0	0	1	0	3	0	0
ENSG00000286714.2	0	0	1	0	0	0	1	0
ENSG00000293537.2	0	0	0	0	0	0	0	0
ENSG00000240216.8	0	0	0	2	0	0	0	0
ENSG00000293384.2	0	0	0	0	0	1	0	0
ENSG00000244468.2	49	63	29	232	112	46	32	17
ENSG00000295304.1	0	0	0	0	0	0	0	0
ENSG00000163762.7	0	0	0	0	0	0	1	0
ENSG00000240541.4	1	0	0	0	0	0	0	0
ENSG00000301779.1	0	0	0	0	0	0	0	0
ENSG00000243822.1	0	0	0	0	0	0	0	0
ENSG00000169908.12	1	0	0	1	3	0	1	0
ENSG00000243885.1	0	0	0	0	0	0	0	1
ENSG00000301730.1	1	1	0	0	0	0	0	0
ENSG00000301762.1	0	0	0	0	0	0	0	0
ENSG00000240246.1	0	0	0	0	0	0	0	0
ENSG00000241929.1	0	1	1	3	0	0	1	1
ENSG00000282502.1	0	0	0	0	0	0	0	0
ENSG00000239408.1	0	0	0	0	0	0	0	0
ENSG00000169903.7	0	0	0	0	0	0	0	0
ENSG00000296505.1	0	0	0	0	0	0	0	0
ENSG00000244503.1	0	0	0	0	1	0	0	0
ENSG00000296601.1	0	0	0	0	0	0	0	0
ENSG00000018408.15	1949	1759	1257	2135	1297	2180	1945	1360
ENSG00000252581.1	0	0	0	0	0	0	0	0
ENSG00000241985.1	3	2	2	3	4	0	0	0
ENSG00000301802.1	1	1	1	1	4	3	3	1
ENSG00000241313.3	18	15	9	20	7	19	22	10
ENSG00000114744.9	2922	2413	1703	4312	2505	3032	2717	1684
ENSG00000206199.11	1	0	1	0	0	0	1	1
ENSG00000251854.1	0	0	0	0	0	0	0	0
ENSG00000082996.20	1406	1196	922	2340	1347	1606	1465	930
ENSG00000252172.1	0	0	0	0	0	0	0	0
ENSG00000239351.1	0	2	0	1	3	2	2	2
ENSG00000070087.15	5845	4989	3745	7990	4787	6681	6306	3609
ENSG00000242791.3	26	19	20	21	13	24	20	11
ENSG00000224831.3	9	9	6	12	5	8	9	4
ENSG00000182000.9	0	1	0	0	0	2	0	0
ENSG00000241947.1	0	0	0	0	0	2	0	0
ENSG00000244541.7	0	1	2	0	2	3	3	0
ENSG00000240477.1	1	1	2	4	2	3	1	0
ENSG00000243321.4	0	1	0	0	1	0	0	0
ENSG00000241048.2	0	0	0	0	0	0	0	0
ENSG00000241143.1	0	0	0	0	0	0	0	0
ENSG00000278234.1	0	0	0	0	0	0	0	0
ENSG00000297695.1	1	1	0	1	0	0	1	0
ENSG00000243550.4	7	9	2	12	6	21	11	7
ENSG00000289086.3	9	10	13	15	2	17	20	13
ENSG00000196428.13	2385	2038	1462	3433	1958	2246	2080	1260
ENSG00000120742.11	3823	3392	2540	7328	4516	5681	5330	3252
ENSG00000144895.12	5288	4584	3507	7388	4308	5017	4582	2926
ENSG00000198843.14	3039	2584	1934	3522	2027	2789	2489	1707
ENSG00000271711.1	1	2	0	3	0	0	1	0
ENSG00000163645.15	3	9	1	6	1	5	8	2
ENSG00000240137.9	47	46	40	73	47	74	93	36
ENSG00000244668.1	0	0	0	0	0	0	0	0
ENSG00000287688.2	11	10	4	10	5	3	5	0
ENSG00000181788.4	991	854	663	1225	829	1091	1068	589
ENSG00000244265.3	23	14	21	27	16	36	29	16
ENSG00000300439.1	0	0	0	0	0	0	0	0
ENSG00000214237.11	0	0	0	0	0	0	0	0
ENSG00000260234.5	0	0	0	0	0	0	0	0
ENSG00000243273.2	0	0	0	0	0	0	0	0
ENSG00000163646.12	0	0	0	0	0	0	0	0
ENSG00000306422.1	4	1	4	0	4	14	7	7
ENSG00000276055.1	0	0	0	0	0	0	0	0
ENSG00000144893.13	1061	997	746	1326	827	1236	1098	650
ENSG00000199994.1	0	0	0	0	0	0	0	0
ENSG00000174946.7	0	0	0	0	0	0	0	0
ENSG00000174944.9	0	0	0	0	0	0	0	0
ENSG00000239570.1	0	0	0	0	0	0	0	0
ENSG00000286273.1	0	1	0	0	0	0	0	0
ENSG00000138271.6	9	6	3	9	5	6	3	4
ENSG00000181631.7	0	0	0	0	0	0	0	0
ENSG00000169313.10	0	0	0	0	0	0	0	0
ENSG00000152580.9	227	163	110	228	151	249	181	136
ENSG00000242810.1	0	0	0	0	0	0	0	0
ENSG00000242119.1	0	0	0	0	0	0	0	0
ENSG00000241151.2	0	0	0	0	0	0	0	0
ENSG00000242908.7	0	0	0	0	0	0	0	0
ENSG00000264330.1	0	0	0	0	0	0	0	0
ENSG00000197953.6	0	0	0	0	0	0	0	0
ENSG00000242097.1	0	0	0	0	1	0	0	0
ENSG00000291076.2	0	0	0	1	0	0	0	0
ENSG00000240602.10	0	0	0	0	0	0	0	0
ENSG00000310532.2	0	0	2	0	0	1	0	0
ENSG00000250271.3	0	0	0	0	0	0	0	0
ENSG00000114771.14	0	0	0	0	0	0	0	0
ENSG00000198829.6	0	1	1	0	0	2	1	0
ENSG00000298328.1	0	0	0	0	0	0	0	0
ENSG00000297471.1	0	0	0	0	0	0	0	0
ENSG00000239941.2	0	2	0	0	0	0	0	0
ENSG00000301809.1	4	2	2	26	8	4	1	0
ENSG00000301830.1	0	0	0	0	0	0	0	0
ENSG00000152601.18	2362	2142	1548	5383	3245	4081	3791	2481
ENSG00000229619.6	432	370	273	536	338	444	414	232
ENSG00000293032.1	0	0	0	0	0	0	0	0
ENSG00000221962.6	0	0	0	0	0	0	0	0
ENSG00000201217.1	9	8	4	8	6	9	10	7
ENSG00000243305.2	0	0	0	0	0	1	0	0
ENSG00000301352.1	1	2	0	2	2	2	1	1
ENSG00000293934.1	0	0	0	1	0	0	0	0
ENSG00000293973.1	0	1	0	1	2	0	0	0
ENSG00000287706.4	1	1	1	5	3	4	0	2
ENSG00000242561.1	0	0	0	0	0	0	0	0
ENSG00000169860.7	1722	1587	1179	2140	1333	2670	2522	1661
ENSG00000304892.1	0	2	0	1	0	0	1	0
ENSG00000241810.1	0	1	1	0	0	0	0	0
ENSG00000241671.1	0	1	0	4	1	0	0	0
ENSG00000288787.2	25	32	15	153	67	60	47	33
ENSG00000298712.1	0	1	0	1	1	0	0	0
ENSG00000289885.2	2	4	9	9	5	1	10	2
ENSG00000181467.5	1344	1159	905	2511	1437	1614	1541	964
ENSG00000265813.2	0	0	0	0	0	0	0	0
ENSG00000290079.2	0	0	0	1	0	0	0	0
ENSG00000298731.1	1	0	1	1	0	0	0	0
ENSG00000241220.2	1	1	1	1	0	2	3	0
ENSG00000238755.3	1	0	0	0	0	0	0	0
ENSG00000237787.5	0	0	0	0	0	0	0	1
ENSG00000207323.1	0	0	0	0	0	0	0	0
ENSG00000298648.1	0	0	0	0	0	0	0	0
ENSG00000200162.1	0	0	0	0	0	0	0	0
ENSG00000243486.1	0	0	0	0	0	0	0	0
ENSG00000201398.1	0	0	0	0	0	0	0	0
ENSG00000240068.1	0	0	0	0	0	0	0	1
ENSG00000243069.9	29	30	24	37	18	39	53	32
ENSG00000114790.13	855	764	589	1510	877	994	996	539
ENSG00000174953.14	4605	3848	2884	6400	3765	4535	4157	2629
ENSG00000271922.1	0	0	0	0	0	0	0	0
ENSG00000279305.1	0	0	0	0	0	0	0	0
ENSG00000174948.6	0	2	0	0	0	0	0	1
ENSG00000240048.1	2	2	4	2	1	2	2	1
ENSG00000306945.1	0	0	0	0	0	0	1	0
ENSG00000243861.1	0	0	0	0	0	0	0	0
ENSG00000301875.1	0	0	0	0	0	0	0	0
ENSG00000243154.1	0	0	0	0	0	0	0	0
ENSG00000242151.1	0	0	0	0	0	0	0	0
ENSG00000240601.1	0	0	0	0	0	0	0	0
ENSG00000304437.1	0	0	0	0	0	0	0	0
ENSG00000243969.2	0	1	0	1	1	0	0	0
ENSG00000243953.2	1	3	0	8	0	0	0	0
ENSG00000304455.1	0	0	0	0	0	0	0	0
ENSG00000196549.13	341	261	238	366	237	299	270	196
ENSG00000240666.2	0	0	0	0	0	0	0	0
ENSG00000296269.1	0	0	0	0	0	0	0	0
ENSG00000241336.3	0	0	0	0	0	0	0	0
ENSG00000240045.2	0	0	1	0	0	0	0	0
ENSG00000242790.1	0	0	0	0	0	0	0	0
ENSG00000239443.1	0	1	0	0	0	0	0	0
ENSG00000114805.18	386	331	247	432	290	410	346	197
ENSG00000248772.1	0	0	0	0	0	0	0	0
ENSG00000243518.1	1	0	0	0	0	0	0	0
ENSG00000242152.1	0	1	0	0	0	0	0	0
ENSG00000272096.2	0	0	0	0	0	0	0	0
ENSG00000239508.1	0	0	0	0	0	0	0	0
ENSG00000242925.2	0	0	0	0	0	0	0	0
ENSG00000239212.2	0	0	0	0	0	0	0	0
ENSG00000214919.3	3	2	3	5	3	7	14	5
ENSG00000241307.1	0	0	0	0	0	0	0	0
ENSG00000174928.16	58	57	41	101	56	71	49	21
ENSG00000284952.1	0	0	0	2	0	0	0	1
ENSG00000169359.16	576	550	401	805	472	828	765	535
ENSG00000286585.4	14	14	7	28	25	32	27	19
ENSG00000163655.16	5577	4666	3559	6990	4190	5787	5213	3327
ENSG00000288032.1	4	3	3	1	2	5	0	2
ENSG00000240489.1	191	183	113	319	154	191	153	116
ENSG00000174930.4	1	0	0	0	1	0	0	1
ENSG00000169282.19	4	4	4	16	3	5	3	5
ENSG00000298886.1	6	12	10	35	6	12	15	9
ENSG00000242017.1	2	1	1	3	2	0	0	0
ENSG00000242537.1	2	0	1	1	0	1	0	2
ENSG00000287916.1	1	0	1	1	0	0	0	0
ENSG00000227709.4	2	0	2	1	0	0	0	0
ENSG00000240596.1	0	0	0	2	1	0	0	0
ENSG00000242370.1	0	0	0	0	0	0	0	0
ENSG00000272990.1	10	10	4	7	7	17	12	8
ENSG00000114850.7	5258	4447	3419	7554	4729	5794	5072	3170
ENSG00000243926.4	77	57	46	109	68	99	82	57
ENSG00000163659.13	1947	1669	1260	3268	1811	2145	1928	1349
ENSG00000174912.7	0	0	0	0	0	0	0	0
ENSG00000294200.1	0	0	0	2	0	1	1	0
ENSG00000230457.3	23	12	9	24	18	22	18	10
ENSG00000303878.1	13	10	8	45	23	32	21	12
ENSG00000197980.14	10	7	4	11	3	12	10	8
ENSG00000241879.1	0	0	0	0	0	0	0	0
ENSG00000239706.1	0	0	0	0	0	0	0	0
ENSG00000222499.1	0	0	0	0	0	0	0	0
ENSG00000243629.3	4	2	3	15	5	6	1	1
ENSG00000241544.3	7	0	2	4	3	2	3	2
ENSG00000289409.3	0	1	1	2	0	3	5	1
ENSG00000301911.1	0	0	0	0	0	0	0	0
ENSG00000241135.9	104	99	60	162	104	129	116	62
ENSG00000301894.1	0	0	0	0	0	0	2	0
ENSG00000163660.12	3262	3040	2287	6690	3704	5116	4741	3050
ENSG00000201778.1	0	0	0	1	0	0	0	0
ENSG00000301840.1	3	0	0	2	0	0	2	1
ENSG00000244515.1	0	0	0	0	0	0	0	0
ENSG00000222675.1	0	0	0	1	0	0	0	0
ENSG00000270981.1	0	0	0	0	0	0	0	0
ENSG00000286361.1	0	0	0	0	0	0	0	0
ENSG00000197415.12	8	11	6	5	3	12	11	9
ENSG00000163661.4	75	86	78	92	76	166	136	97
ENSG00000293490.2	0	2	1	1	2	3	2	1
ENSG00000174899.14	0	0	0	0	0	0	1	0
ENSG00000286892.1	0	3	2	0	1	0	1	0
ENSG00000242536.3	0	0	0	0	0	0	0	0
ENSG00000251751.1	0	0	0	0	0	0	0	0
ENSG00000239716.1	0	0	0	0	0	0	0	0
ENSG00000168779.21	521	477	362	483	296	717	651	371
ENSG00000174891.14	1524	1213	944	1111	657	1644	1510	898
ENSG00000241723.1	0	0	0	0	0	0	0	0
ENSG00000277143.1	0	0	0	0	0	0	0	0
ENSG00000243314.1	0	0	0	0	0	0	0	0
ENSG00000243150.7	0	0	0	1	0	1	0	2
ENSG00000178053.21	1191	1055	789	1340	903	1583	1439	1035
ENSG00000243025.1	0	0	0	0	0	0	0	0
ENSG00000243165.1	0	0	0	0	0	0	0	0
ENSG00000168827.15	2404	1946	1554	3881	2317	2301	2066	1261
ENSG00000079257.8	267	199	156	273	174	236	192	108
ENSG00000272087.1	0	0	0	0	0	0	0	0
ENSG00000118849.10	0	0	0	0	0	0	0	0
ENSG00000118855.21	1021	803	686	1450	753	718	621	440
ENSG00000240207.8	19	19	17	34	17	18	22	12
ENSG00000243675.1	0	0	0	0	0	0	0	0
ENSG00000297409.1	0	0	0	0	0	0	1	0
ENSG00000271778.1	3	3	4	7	2	2	1	2
ENSG00000272247.1	7	5	3	9	8	12	16	6
ENSG00000232374.5	0	0	0	0	0	0	0	0
ENSG00000279311.1	1	1	1	2	1	0	0	1
ENSG00000283154.4	0	0	0	0	0	0	0	0
ENSG00000214216.11	0	0	0	0	1	0	0	0
ENSG00000151967.19	52	52	31	66	39	60	58	42
ENSG00000263634.1	0	0	0	0	0	0	0	0
ENSG00000244249.1	0	0	0	0	0	0	0	0
ENSG00000286913.2	8	6	1	6	6	10	9	4
ENSG00000243116.1	0	0	2	2	0	0	1	1
ENSG00000241211.2	3	2	0	1	0	2	4	0
ENSG00000252763.1	0	0	0	0	0	0	0	0
ENSG00000244040.8	0	1	1	2	1	2	2	0
ENSG00000168811.8	97	78	65	95	64	168	138	88
ENSG00000242107.3	0	0	0	0	0	0	0	0
ENSG00000184100.6	11	9	5	17	9	7	2	4
ENSG00000180044.6	155	129	99	174	111	192	189	120
ENSG00000248710.1	8	5	4	1	5	1	2	1
ENSG00000068885.15	836	791	609	1167	723	1006	877	580
ENSG00000243687.1	0	0	0	1	0	0	0	0
ENSG00000113810.16	14677	13132	9499	21034	12598	15582	13654	9670
ENSG00000207779.1	0	0	0	0	0	0	0	0
ENSG00000198987.1	0	0	0	0	0	0	0	0
ENSG00000213186.8	907	824	605	1109	634	1127	1009	744
ENSG00000244009.1	2	2	1	2	2	2	2	1
ENSG00000238427.1	0	0	0	0	0	0	0	0
ENSG00000186432.10	4027	3518	2509	6933	3897	4252	3890	2388
ENSG00000238741.1	0	3	1	6	2	1	0	1
ENSG00000293192.2	55	48	42	114	62	105	94	42
ENSG00000229320.4	0	0	0	0	0	0	0	0
ENSG00000242285.1	0	0	0	0	0	0	0	0
ENSG00000179674.4	10	6	4	22	11	17	10	12
ENSG00000207084.1	0	0	0	0	0	0	0	0
ENSG00000260572.2	49	45	39	103	44	97	81	52
ENSG00000163590.14	1433	1266	855	1584	1035	1734	1563	1024
ENSG00000169255.15	0	0	0	0	0	0	0	0
ENSG00000169251.13	2227	1960	1442	4918	2838	3152	2897	2123
ENSG00000271052.1	0	0	0	0	0	0	0	0
ENSG00000299620.1	0	0	0	0	0	0	0	0
ENSG00000240138.1	0	0	0	0	0	0	0	0
ENSG00000243838.1	0	0	0	0	0	0	0	0
